"dur","F1","F2","F3","F4"
85.9,326,1041.6,2333.8,3799.1
72.6666666666667,441.333333333333,1528.83333333333,2260.875,3735.91666666667
101.928571428571,555.869047619048,1362.17857142857,2180.14285714286,3649.32142857143
176.65306122449,450.69387755102,1720.04081632653,2336.75510204082,3814.59183673469
152.80487804878,289.829268292683,1990.36585365854,2700.26829268293,3787.92682926829
121.9,486.95,1076.8,2129.85,3615.8
137.842105263158,350.684210526316,1085.05263157895,2284.94736842105,3753.31578947368
80.9555555555555,522.422222222222,1468.4,2571.62222222222,3495.2
104.29203539823,625.646017699115,1389.33628318584,2447.83185840708,3321.61946902655
117.586206896552,553.172413793103,1685.06896551724,2526.24137931034,3579.89655172414
122.968253968254,343.52380952381,2214.63492063492,2778.87301587302,3580.38095238095
110.272727272727,526.181818181818,998.954545454545,2530.36363636364,3428.63636363636
74.8181818181818,383.5,1059.95454545455,2635.81818181818,3404.90909090909
67.9090909090909,513.454545454545,1467.36363636364,2533.89090909091,3910.96363636364
105.770833333333,611.708333333333,1365.1875,2334.40625,3733.42708333333
149.488372093023,548.744186046512,1636.95348837209,2570.44186046512,4025.86046511628
105.809523809524,317.634920634921,2121.26984126984,2714.96825396825,3959.74603174603
127,494.6,957.6,2289.4,3591.55
45.2142857142857,355.857142857143,1196.07142857143,2336.78571428571,3316.71428571429
53.12,456.14,1432.34,2481.48,3610.96
87.6666666666667,605.212121212121,1394.12878787879,2432.13636363636,3610.6641221374
100.45652173913,515.608695652174,1625.28260869565,2478.13043478261,3638.89130434783
80.9807692307692,327.076923076923,1992.84615384615,2591.65384615385,3728.03846153846
83.5625,526.5625,1043.46875,2344.25,3332.8125
59.8064516129032,360.064516129032,1105.1935483871,2454.87096774194,3467
55.3076923076923,488.307692307692,1552.4358974359,2416.76923076923,3566.1282051282
102.135593220339,663.830508474576,1371.52542372881,2351.98305084746,3517.25423728814
99.6666666666667,531.133333333333,1649.66666666667,2382.06666666667,3527.9
85.6307692307692,337.076923076923,1995.4,2630.73846153846,3625.06153846154
97.1538461538462,551.153846153846,1083.46153846154,2320.61538461538,3265.61538461538
58.7272727272727,383.681818181818,1133.27272727273,2389.27272727273,3405.5
56.4545454545455,503.386363636364,1561.93181818182,2342.63636363636,3620.27272727273
89.75,622.91,1384.09,2104.84,3483.14
123.41935483871,534.387096774194,1666.09677419355,2420.54838709677,3678.41935483871
103.517857142857,324.5,2091.46428571429,2678.875,3751.14285714286
112.714285714286,544.357142857143,1135.32142857143,2150.32142857143,3310.10714285714
143.307692307692,393.230769230769,1118.38461538462,2586.07692307692,3555.07692307692
66.578947368421,523.71052631579,1468.60526315789,2262.10526315789,3561.15789473684
92.5473684210526,625.021052631579,1409.77894736842,2160.13684210526,3525.21052631579
142.075,518.45,1695.375,2391.65,3537.425
87.469696969697,353.469696969697,1966.09090909091,2621.28787878788,3599.34848484848
94.4230769230769,538.5,1103.03846153846,2232.73076923077,3270.03846153846
67.4615384615385,382.730769230769,1022.53846153846,2548.42307692308,3352.69230769231
54.2105263157895,462.315789473684,1542.28947368421,2734.42105263158,3347.81578947368
88.1506849315068,612.657534246575,1459.53424657534,2596.01369863014,3424.27397260274
74.7368421052632,527.605263157895,1748.42105263158,2686.44736842105,3421.5
78.7333333333333,327.76,2014.36,2708.56,3383.89333333333
86.0645161290323,550.483870967742,1055.35483870968,2657.06451612903,3308.22580645161
60.6060606060606,365.090909090909,1171.9696969697,2751.51515151515,3328.72727272727
49.475,474.625,1485.875,2665.05,3459.925
91.6702127659574,621.234042553191,1373.1170212766,2472.6914893617,3409.84042553192
80.5714285714286,527.047619047619,1755.57142857143,2605.09523809524,3500.11904761905
94.3870967741936,374.048387096774,2029.3064516129,2685.48387096774,3479.08064516129
97.6129032258064,518.838709677419,1071.12903225806,2600.1935483871,3356.8064516129
62.0344827586207,378.793103448276,1053.75862068966,2668.93103448276,3407.75862068966
